asin,title,productURL,stars,reviews,price,listPrice,category_id,isBestSeller,boughtInLastMonth,amazoniq_category_id,amazoniq_category_name,source_leaf_name,flag_reviews_zero,flag_price_zero,flag_stars_zero,source_id,source_file
B09QJRH7PC,Unisex-Child Classic Glitter Lined Clog,https://www.amazon.com/dp/B09QJRH7PC,5.0,0,43.72,49.99,97,False,0,clothing,Clothing & Accessories,Girls' Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0BP99N6RG,Women's Kammi Heeled Sandal,https://www.amazon.com/dp/B0BP99N6RG,0.0,0,60.47,109.95,122,False,0,clothing,Clothing & Accessories,Women's Shoes,True,False,True,SRC-KAGGLE-002,amazon_products.csv
B075CTQXBN,Little Girls Red Black Velvet Plaid Holiday Fall Christmas Girls Dress 3Mos-12,https://www.amazon.com/dp/B075CTQXBN,4.7,220,70.99,0.0,91,False,0,clothing,Clothing & Accessories,Girls' Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B07HNKCL7Y,Thermal Underwear Men Ultra-Soft Long Johns Set with Fleece Lined Base Layer Winter Skiing Warm Top & Bottom,https://www.amazon.com/dp/B07HNKCL7Y,4.6,0,24.98,0.0,110,False,0,clothing,Clothing & Accessories,Men's Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0BVWK2QK4,OPP Women Fashion Sneakers Casual Lace-up Suede Leather Athletic Tennis Sports Gym Running Shoes Women,https://www.amazon.com/dp/B0BVWK2QK4,3.7,0,135.99,0.0,122,False,0,clothing,Clothing & Accessories,Women's Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0042ESGV0,Unisex-Child Tap-Flex,https://www.amazon.com/dp/B0042ESGV0,4.7,0,69.93,0.0,90,False,0,clothing,Clothing & Accessories,Boys' Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B07G48YMRY,Kids Raincoat,https://www.amazon.com/dp/B07G48YMRY,4.9,633,41.99,44.95,84,False,0,clothing,Clothing & Accessories,Boys' Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B093QMR5ZY,girls Ryder Knit Flexirun™ (Toddler/Little Kid),https://www.amazon.com/dp/B093QMR5ZY,5.0,0,35.63,0.0,97,False,0,clothing,Clothing & Accessories,Girls' Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0B5FDBH4M,"Girls 2 Pieces Legging Set, Lavender Frost/Print, 6X US",https://www.amazon.com/dp/B0B5FDBH4M,0.0,0,20.58,0.0,91,False,0,clothing,Clothing & Accessories,Girls' Clothing,True,False,True,SRC-KAGGLE-002,amazon_products.csv
B0BSB3CZ8H,Girls 3 Pack T-Shirts Toddler to Big Kid,https://www.amazon.com/dp/B0BSB3CZ8H,4.3,42,25.19,0.0,91,False,0,clothing,Clothing & Accessories,Girls' Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B09QKVSXX6,Women V Neck One Piece Swimsuit Wrapped Mesh Tummy Control Bathing Suit with Adjustable Spaghetti Straps,https://www.amazon.com/dp/B09QKVSXX6,4.0,0,29.59,39.99,116,False,100,clothing,Clothing & Accessories,Women's Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0B12C75TG,Toddler Hiking Boots Boys Work Boots Toddler Shoes Little Kids Boots For Boys Ankle Boots,https://www.amazon.com/dp/B0B12C75TG,4.7,0,39.99,0.0,90,False,0,clothing,Clothing & Accessories,Boys' Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0CBTBHFNY,Boys Girls Lightweight Rain Jacket Hooded Cotton Lined Raincoat Waterproof Windbreaker Outwear,https://www.amazon.com/dp/B0CBTBHFNY,0.0,0,31.99,0.0,84,False,0,clothing,Clothing & Accessories,Boys' Clothing,True,False,True,SRC-KAGGLE-002,amazon_products.csv
B0B7Q6CB59,Boys Hoodie and Jogger Pants Fleece 2-Piece Set,https://www.amazon.com/dp/B0B7Q6CB59,4.3,10,17.0,23.49,84,False,0,clothing,Clothing & Accessories,Boys' Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B01FWON2AS,Single and Toddler Girls Bootcut Chino Pants,https://www.amazon.com/dp/B01FWON2AS,4.8,283,14.0,0.0,91,False,100,clothing,Clothing & Accessories,Girls' Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B0B64CK7K1,"Women's Gum Allover Logo Sneakers, Light Blue + Navy, 5.5",https://www.amazon.com/dp/B0B64CK7K1,0.0,0,104.17,150.0,122,False,0,clothing,Clothing & Accessories,Women's Shoes,True,False,True,SRC-KAGGLE-002,amazon_products.csv
B0B4PG2N7D,Women's Gel-Trabuco 11 Running Shoes,https://www.amazon.com/dp/B0B4PG2N7D,5.0,0,139.95,0.0,122,False,0,clothing,Clothing & Accessories,Women's Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B09V89M3NJ,Boys' 2-Pack Long Sleeve Pocket Tee T-Shirt,https://www.amazon.com/dp/B09V89M3NJ,4.9,0,30.43,0.0,84,False,0,clothing,Clothing & Accessories,Boys' Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B07S5ZWVNK,Unisex-Child X 19.4 FxG J Sneaker,https://www.amazon.com/dp/B07S5ZWVNK,4.5,0,27.25,0.0,97,False,0,clothing,Clothing & Accessories,Girls' Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B09X22QJD1,Men's Unlisted Dress Shoes Cheer Buck Classic Cap-Toe Lace-Up Memory Foam Insole,https://www.amazon.com/dp/B09X22QJD1,4.4,0,40.0,0.0,114,False,50,clothing,Clothing & Accessories,Men's Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B09VF8Y5VG,Long Sleeve Dress Shirts for Men - Regular-Fit Casual Button-Down Shirt with Pockets,https://www.amazon.com/dp/B09VF8Y5VG,4.5,0,20.99,33.99,110,False,200,clothing,Clothing & Accessories,Men's Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0BJJWS5Z8,Women's Knitted Dresses Casual Long Sleeve Crew Neck Flowy Tiered,https://www.amazon.com/dp/B0BJJWS5Z8,3.6,0,32.99,0.0,116,False,0,clothing,Clothing & Accessories,Women's Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B08WJ33M95,Girls 3-Piece Loose-fit Pajamas Set,https://www.amazon.com/dp/B08WJ33M95,4.7,73,17.57,0.0,91,False,0,clothing,Clothing & Accessories,Girls' Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B0BRNVHSJR,"Bikini Period Underwear for Teens, Cotton Underwear Holds 5 Tampons, Feminine Care Period Panties",https://www.amazon.com/dp/B0BRNVHSJR,4.7,102,16.0,0.0,91,False,400,clothing,Clothing & Accessories,Girls' Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B09ZQPH19W,Womens Mesh Bodysuit Black Long Sleeve Bodysuit Round Neck Sheer Leotards Sexy Bodysuit Tops Snap Crotch,https://www.amazon.com/dp/B09ZQPH19W,4.4,0,20.99,0.0,116,False,50,clothing,Clothing & Accessories,Women's Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B01N9KAYOM,Men's Long Sleeve Classic Dress Shirt,https://www.amazon.com/dp/B01N9KAYOM,4.3,0,14.68,16.74,110,False,0,clothing,Clothing & Accessories,Men's Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B01MQWIW0Q,boys Waterproof Printed Rain Boot With Easy Pull on Handles,https://www.amazon.com/dp/B01MQWIW0Q,4.8,0,33.75,44.95,90,False,0,clothing,Clothing & Accessories,Boys' Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B095KY4NCC,Mens Welsh Grip,https://www.amazon.com/dp/B095KY4NCC,4.7,0,84.95,0.0,114,False,0,clothing,Clothing & Accessories,Men's Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B09B2XWK7K,Women's Jet Tere All Court Tennis Shoes,https://www.amazon.com/dp/B09B2XWK7K,3.9,0,98.94,0.0,122,False,0,clothing,Clothing & Accessories,Women's Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0BRKS1XVM,Toddler Girl's Lettuce Trim Ribbed Knit Round Neck Short Sleeve Tee Top 4 Piece Set,https://www.amazon.com/dp/B0BRKS1XVM,4.4,4,29.99,0.0,91,False,0,clothing,Clothing & Accessories,Girls' Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B01MZ3W4GG,Boys Indian wear Bollywood Style Pathani Suit for Kids,https://www.amazon.com/dp/B01MZ3W4GG,4.4,0,28.48,0.0,84,False,0,clothing,Clothing & Accessories,Boys' Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B07GYZCKGJ,Girls' One Piece,https://www.amazon.com/dp/B07GYZCKGJ,4.7,0,15.04,16.99,91,False,0,clothing,Clothing & Accessories,Girls' Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0BHVZP955,Men's Long Sleeve Classic Oxford Shirt,https://www.amazon.com/dp/B0BHVZP955,4.4,0,122.89,129.16,110,False,50,clothing,Clothing & Accessories,Men's Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0B3DTLBLT,Christmas Santa Candy Bow Boys Swim Trunks Toddler Beach Board Shorts Quick Dry Kids Swimwear Bathing Suits S,https://www.amazon.com/dp/B0B3DTLBLT,3.0,2,18.99,0.0,84,False,0,clothing,Clothing & Accessories,Boys' Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B097GW847X,Thermal Underwear for Men Long Johns Set with Fleece Lined Base Layer Top Bottom,https://www.amazon.com/dp/B097GW847X,4.5,0,26.99,28.98,110,False,0,clothing,Clothing & Accessories,Men's Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B01MXRN5EL,Boy's Collar Faux Motorcycle Leather Jacket Kids Biker Coats,https://www.amazon.com/dp/B01MXRN5EL,4.6,0,33.99,0.0,84,False,0,clothing,Clothing & Accessories,Boys' Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0B3VPSQTX,Girl's Jeymi (Little Kid/Big Kid) Pale Gold 2 Little Kid M,https://www.amazon.com/dp/B0B3VPSQTX,5.0,0,44.99,0.0,97,False,0,clothing,Clothing & Accessories,Girls' Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B008VC55S6,"Men's Roma Basic Fashion Sneaker, Black/Black - 6 D(M) US",https://www.amazon.com/dp/B008VC55S6,4.0,0,57.91,70.0,114,False,0,clothing,Clothing & Accessories,Men's Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B09XQGVGR5,Girls' Jersey Legging Pants,https://www.amazon.com/dp/B09XQGVGR5,4.4,121,14.15,14.99,91,False,50,clothing,Clothing & Accessories,Girls' Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B07SZKFJ4R,Girls Dresses Flower Girl Dress Formal Pageant Ruffles Tutu Dress Size 3-10 Years,https://www.amazon.com/dp/B07SZKFJ4R,4.2,758,29.78,0.0,91,False,0,clothing,Clothing & Accessories,Girls' Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B0BV983F7N,Wintersport Full Cushion Stripe OTC Socks - Youth,https://www.amazon.com/dp/B0BV983F7N,0.0,0,20.0,0.0,84,False,0,clothing,Clothing & Accessories,Boys' Clothing,True,False,True,SRC-KAGGLE-002,amazon_products.csv
B0B9T5VDWX,"and Toddler Fleece Jogger Sweatpants,Pink Dino,2T",https://www.amazon.com/dp/B0B9T5VDWX,0.0,0,24.42,36.95,91,False,0,clothing,Clothing & Accessories,Girls' Clothing,True,False,True,SRC-KAGGLE-002,amazon_products.csv
B0BNLBKK48,Girl's Chiffon Cover Ups for Swimwear Drawstring Kimono Swimsuit Coverups,https://www.amazon.com/dp/B0BNLBKK48,3.5,55,19.99,0.0,91,False,0,clothing,Clothing & Accessories,Girls' Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B09S6XX29G,Kids' Over Bob T-Shirt,https://www.amazon.com/dp/B09S6XX29G,0.0,0,21.99,24.0,84,False,0,clothing,Clothing & Accessories,Boys' Clothing,True,False,True,SRC-KAGGLE-002,amazon_products.csv
B0BXX5NJR6,Micki,https://www.amazon.com/dp/B0BXX5NJR6,5.0,0,118.98,0.0,122,False,0,clothing,Clothing & Accessories,Women's Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B09YGDFN26,Women's Fresh Foam X Tempo V2 Running Shoe,https://www.amazon.com/dp/B09YGDFN26,4.3,0,64.5,119.95,122,False,0,clothing,Clothing & Accessories,Women's Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0B7VX37S9,Kids' Wintersport Yeti Pattern Full Cushion Merino Wool Over The Calf Socks,https://www.amazon.com/dp/B0B7VX37S9,4.9,27,20.0,0.0,91,False,0,clothing,Clothing & Accessories,Girls' Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B0892Q9GMC,"girls 100% Combed Cotton Underwear With Favorites Like Elmo, Cookie Monster and Big Bird",https://www.amazon.com/dp/B0892Q9GMC,4.6,1612,15.94,24.0,91,False,100,clothing,Clothing & Accessories,Girls' Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B096NMXLND,Women's FuelCell 990 V6 Sneaker,https://www.amazon.com/dp/B096NMXLND,3.6,0,199.95,0.0,122,False,0,clothing,Clothing & Accessories,Women's Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0CCCRF8P2,Girls Formal Chiffon Junior Bridesmaid Dresses Kids Halter Neck Asymmetrical Wedding Party Dress,https://www.amazon.com/dp/B0CCCRF8P2,4.0,1,58.99,0.0,91,False,0,clothing,Clothing & Accessories,Girls' Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B07N15WFL3,"Women's Arizona Stone Biribuck, 5-5.5 Narrow",https://www.amazon.com/dp/B07N15WFL3,5.0,0,99.95,0.0,122,False,0,clothing,Clothing & Accessories,Women's Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B07XVF7BC9,Girls Jean Jacket – Cute Colored Denim Jackets,https://www.amazon.com/dp/B07XVF7BC9,4.6,970,32.5,0.0,91,False,0,clothing,Clothing & Accessories,Girls' Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B0C2QJ7T7W,Boys Hoodie Sherpa Fleece Lined Jacket Soft Warm Zipper Sweatshirt Outerwear,https://www.amazon.com/dp/B0C2QJ7T7W,4.6,1176,39.99,0.0,91,False,0,clothing,Clothing & Accessories,Girls' Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B07TXVS6YB,Women's High Waist Legging,https://www.amazon.com/dp/B07TXVS6YB,4.3,0,24.99,0.0,116,False,50,clothing,Clothing & Accessories,Women's Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0BGR89V22,Girl's Casual Rib Knit Long Bell Sleeve Crop Tee Crew Neck T Shirts Tops,https://www.amazon.com/dp/B0BGR89V22,0.0,0,18.99,0.0,91,False,0,clothing,Clothing & Accessories,Girls' Clothing,True,False,True,SRC-KAGGLE-002,amazon_products.csv
B0BXQ6GHL6,"2023 Women's Pearl Dress,Rhinestone Dress,Pearl Top for Women,Pearl Mesh Top,Pearl Crop Top,Sexy Crystal Mesh Dress",https://www.amazon.com/dp/B0BXQ6GHL6,3.9,0,25.99,0.0,116,False,100,clothing,Clothing & Accessories,Women's Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B01LW4BDQC,Men's 6 Pack Dri-Tech Comfort Quarter Sock,https://www.amazon.com/dp/B01LW4BDQC,4.7,0,42.99,0.0,110,False,0,clothing,Clothing & Accessories,Men's Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0BGQLX6VT,Unisex-Child Grade School Jet '23 Basketball Shoe,https://www.amazon.com/dp/B0BGQLX6VT,5.0,0,55.51,0.0,97,False,0,clothing,Clothing & Accessories,Girls' Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B09TT1HD39,Boys' Elastic Waistband Winner Short,https://www.amazon.com/dp/B09TT1HD39,4.7,0,17.99,0.0,84,False,0,clothing,Clothing & Accessories,Boys' Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B08FWB259Y,"Men's Hellcat Moc 6"" cm Wedge Boot",https://www.amazon.com/dp/B08FWB259Y,4.1,0,79.99,170.0,114,False,0,clothing,Clothing & Accessories,Men's Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0C2RS3C81,"Men's 2 Pack Lightweight Cotton Flannel Sleep Shirt, Long Henley Nightshirt Pajamas",https://www.amazon.com/dp/B0C2RS3C81,4.3,0,62.42,0.0,110,False,50,clothing,Clothing & Accessories,Men's Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0BRKT5FW2,Women's Square Toe Fuzzy Heels High Clear Heel Mules Sandals Two Fluffy Feather Bands Slippers Party Prom Dresses Shoes,https://www.amazon.com/dp/B0BRKT5FW2,4.3,0,35.79,41.29,122,False,0,clothing,Clothing & Accessories,Women's Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0C65P5V3D,"Strap On Underwear Harness, Strapon Underwear Harness Strap on Boxers for Women and Men Couples",https://www.amazon.com/dp/B0C65P5V3D,5.0,0,21.99,0.0,110,False,0,clothing,Clothing & Accessories,Men's Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B017USXOC0,Men's Weird Guy Left Hand Twill Selvedge,https://www.amazon.com/dp/B017USXOC0,5.0,2,128.73,0.0,110,False,0,clothing,Clothing & Accessories,Men's Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B00NVPCZEK,Reaction Men's Stretch Modern-Fit Flat-Front Pant,https://www.amazon.com/dp/B00NVPCZEK,4.5,0,42.5,49.99,110,False,0,clothing,Clothing & Accessories,Men's Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0CBS68VPV,Naruto Multi-Character Youth 3-Pack Crew Neck Short Sleeve T-Shirts,https://www.amazon.com/dp/B0CBS68VPV,5.0,0,25.99,0.0,84,False,0,clothing,Clothing & Accessories,Boys' Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0B33G38L8,"Krystal Slip-On Thong Sandal for Women – Lightweight and Durable, Easy Clean Molded EVA –Natural Arch technology for Added Support",https://www.amazon.com/dp/B0B33G38L8,4.2,0,59.93,79.95,122,False,0,clothing,Clothing & Accessories,Women's Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0B9FLGMW1,mens Sneaker,https://www.amazon.com/dp/B0B9FLGMW1,4.3,0,170.95,185.97,114,False,0,clothing,Clothing & Accessories,Men's Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0C84VTTXC,Women's Backless One Piece Jumpsuits Yoga Bodycon Jumpsuits Sleeveless Athletic Workout Rompers,https://www.amazon.com/dp/B0C84VTTXC,4.4,0,19.98,0.0,116,False,50,clothing,Clothing & Accessories,Women's Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B077F2H672,"boys Cars Potty Training Pant Multipacks Underwear, Carscombo7pk, 2T US",https://www.amazon.com/dp/B077F2H672,4.7,1114,20.43,0.0,84,False,300,clothing,Clothing & Accessories,Boys' Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B0CB3HJ2L1,Mens Lightweight Hiking Pants Quick Dry Stretch Joggers for Running Workout Casual,https://www.amazon.com/dp/B0CB3HJ2L1,4.3,0,26.99,0.0,110,False,0,clothing,Clothing & Accessories,Men's Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B09GL82T2X,"24 Pack Adult Joggers Pants, Mixed Assortment Colorful Jogger Bulk Sweatpants Wholesale for Donations, Homeless",https://www.amazon.com/dp/B09GL82T2X,3.4,0,237.6,0.0,110,False,0,clothing,Clothing & Accessories,Men's Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0B87R963L,Boys Girls Winter Slip-On Fur Casual Loafer,https://www.amazon.com/dp/B0B87R963L,4.4,0,40.99,0.0,90,False,0,clothing,Clothing & Accessories,Boys' Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B07RDLQV74,Women's Xa Pro 3D Hiking Shoe,https://www.amazon.com/dp/B07RDLQV74,4.2,0,150.0,0.0,122,False,0,clothing,Clothing & Accessories,Women's Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0BD3X2HPK,"6 Pairs Lovely Smile Face Cotton Socks, Smiley Face Socks Womens, Cute Smiling Face Socks(6 pairs)…",https://www.amazon.com/dp/B0BD3X2HPK,4.2,0,19.99,0.0,116,False,100,clothing,Clothing & Accessories,Women's Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B07LGPK1WF,Skinny Fit Pull on Jeggings Little Girls,https://www.amazon.com/dp/B07LGPK1WF,4.7,799,18.0,28.0,91,False,100,clothing,Clothing & Accessories,Girls' Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B07QDFSCRP,Baby Toddler Girls Swimsuit One Piece Unicorn Beach Bathing Suit Halter Strap Swimwear for Girls,https://www.amazon.com/dp/B07QDFSCRP,4.1,245,15.98,0.0,91,False,0,clothing,Clothing & Accessories,Girls' Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B09MSJV4WW,unisex-adult Mossy Oak Elements Wakeform Clog,https://www.amazon.com/dp/B09MSJV4WW,4.7,0,32.99,54.99,122,False,50,clothing,Clothing & Accessories,Women's Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0BB8BQZP1,Boys Thermal Underwear Set for Kids 2 Piece Base Layer Shirt and Long John Leggings for Kids Pajamas Royal Blue,https://www.amazon.com/dp/B0BB8BQZP1,5.0,0,17.99,0.0,84,False,0,clothing,Clothing & Accessories,Boys' Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B096NJMKJK,Kid's Aqua Drift V1 Sandal,https://www.amazon.com/dp/B096NJMKJK,4.6,0,42.99,0.0,90,False,0,clothing,Clothing & Accessories,Boys' Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0093NMCNI,Men's 29m,https://www.amazon.com/dp/B0093NMCNI,4.4,0,7.36,0.0,110,False,50,clothing,Clothing & Accessories,Men's Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B09CWPRDKJ,"Boys Boxer Briefs, Set of 2, Super Soft for All Day Comfort, Toddler to Big Kid Underwear",https://www.amazon.com/dp/B09CWPRDKJ,5.0,10,18.0,0.0,84,False,0,clothing,Clothing & Accessories,Boys' Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B0BLZ1XJ54,House Slippers for Men Adjustable with Arch Support Memory Foam Slip On House Shoes Indoor Outdoor,https://www.amazon.com/dp/B0BLZ1XJ54,4.3,0,25.47,0.0,114,False,0,clothing,Clothing & Accessories,Men's Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0B2PWR3X2,Men's Newport H2 Closed Toe Water Sandals,https://www.amazon.com/dp/B0B2PWR3X2,5.0,1,0.0,0.0,114,False,0,clothing,Clothing & Accessories,Men's Shoes,False,True,False,SRC-KAGGLE-002,amazon_products.csv
B0BP1R781P,Girls Casual Sandals Open Toe Cute Sandals,https://www.amazon.com/dp/B0BP1R781P,4.3,0,9.99,11.99,97,False,0,clothing,Clothing & Accessories,Girls' Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B09NS2RYVF,"Women's, Giovanna Pump Platino 7.5 M",https://www.amazon.com/dp/B09NS2RYVF,4.1,0,34.37,59.99,122,False,0,clothing,Clothing & Accessories,Women's Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B01M7RIRMI,Bridal Satin Short Jacket Shrug Little Girl Flower Girl Dress Communion Bolero,https://www.amazon.com/dp/B01M7RIRMI,4.3,54,16.99,0.0,91,False,0,clothing,Clothing & Accessories,Girls' Clothing,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B01BNSLX9E,Men's Corduroy Expandable Waist Classic & Straight Fit Flat Front Pant,https://www.amazon.com/dp/B01BNSLX9E,4.5,0,49.91,80.0,110,False,0,clothing,Clothing & Accessories,Men's Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0C1G2SFV2,Girl's Ruched Asymmetrical Neck Sleeveless Chiffon Party Flared A Line Dress,https://www.amazon.com/dp/B0C1G2SFV2,0.0,0,31.99,0.0,91,False,0,clothing,Clothing & Accessories,Girls' Clothing,True,False,True,SRC-KAGGLE-002,amazon_products.csv
B0C9VW3NLP,"Batman and Superman Pajamas Set, 4 Piece Sleepwear for Toddlers and Little Kids, Size 5T",https://www.amazon.com/dp/B0C9VW3NLP,0.0,0,24.99,0.0,84,False,0,clothing,Clothing & Accessories,Boys' Clothing,True,False,True,SRC-KAGGLE-002,amazon_products.csv
B07ZCK5BM1,Fishnet Stockings High Waisted Tights Pantyhose for Women,https://www.amazon.com/dp/B07ZCK5BM1,4.5,0,6.49,9.99,116,False,400,clothing,Clothing & Accessories,Women's Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0BYZG9KZJ,4 Pack Summer Toddler Boys Mesh Shorts with Pockets Fast Dry Active Performance Shorts Toddler Basketball Shorts,https://www.amazon.com/dp/B0BYZG9KZJ,4.5,0,7.99,11.99,84,False,50,clothing,Clothing & Accessories,Boys' Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0979JZNX7,Boys' Classic Stretch Chino Short,https://www.amazon.com/dp/B0979JZNX7,3.9,0,39.95,0.0,84,False,0,clothing,Clothing & Accessories,Boys' Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0BKTRSBG4,Boys' Terminal Tackle Heather Hoodie,https://www.amazon.com/dp/B0BKTRSBG4,4.8,0,32.0,0.0,84,False,0,clothing,Clothing & Accessories,Boys' Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B01EKNGMWC,Boys' Little Boys' Poly Skull Graphic T-Shirt,https://www.amazon.com/dp/B01EKNGMWC,4.0,0,12.99,0.0,84,False,0,clothing,Clothing & Accessories,Boys' Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B0BSMRS1TJ,Unisex-Child TWI-Lites 2.0-Wingsical WIS Sneaker,https://www.amazon.com/dp/B0BSMRS1TJ,0.0,0,44.23,52.85,97,False,0,clothing,Clothing & Accessories,Girls' Shoes,True,False,True,SRC-KAGGLE-002,amazon_products.csv
B087TXHDRP,Men's Micro G Kilchis Sneaker,https://www.amazon.com/dp/B087TXHDRP,4.2,1015,79.99,0.0,114,False,0,clothing,Clothing & Accessories,Men's Shoes,False,False,False,SRC-KAGGLE-002,amazon_products.csv
B01ES46LWY,Sport Women's Performance Pant,https://www.amazon.com/dp/B01ES46LWY,4.2,0,20.0,29.0,116,False,100,clothing,Clothing & Accessories,Women's Clothing,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B08TF1YG6L,Women's Bowling Shoes,https://www.amazon.com/dp/B08TF1YG6L,4.3,0,52.01,0.0,122,False,0,clothing,Clothing & Accessories,Women's Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B09FPWY1ZY,Boys Girls Waterproof Lace Up Side Zipper Mid Calf Combat Boots(Toddler/Little Kid/Big Kid),https://www.amazon.com/dp/B09FPWY1ZY,4.3,0,37.99,0.0,97,False,0,clothing,Clothing & Accessories,Girls' Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
B09NX45QGQ,Women's Sneaker,https://www.amazon.com/dp/B09NX45QGQ,4.2,0,70.57,80.0,122,False,50,clothing,Clothing & Accessories,Women's Shoes,True,False,False,SRC-KAGGLE-002,amazon_products.csv
