ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat,category_id,category_name,keyword,source_id,model
2021-10-24,4.321318301347728,8.100375697991977,24.136430778663886,4.321318301347728,4.321318301347728,2.808215708351698,2.808215708351698,2.808215708351698,3.7883333552070786,3.7883333552070786,3.7883333552070786,-0.9801176468553808,-0.9801176468553808,-0.9801176468553808,0.0,0.0,0.0,16.456512235980092,electronics,Electronics,headphones,SRC-TRENDS-001,prophet
2021-10-31,4.331750997406207,10.139748553791172,26.21591230787389,4.331750997406207,4.331750997406207,3.2093996291675073,3.2093996291675073,3.2093996291675073,3.7883333552070786,3.7883333552070786,3.7883333552070786,-0.578933726039571,-0.578933726039571,-0.578933726039571,0.0,0.0,0.0,18.234071042127667,electronics,Electronics,headphones,SRC-TRENDS-001,prophet
2021-11-07,4.342183693464687,14.24525531119551,30.35390420149792,4.342183693464687,4.342183693464687,4.059016586192934,4.059016586192934,4.059016586192934,3.7883333552070786,3.7883333552070786,3.7883333552070786,0.27068323098585534,0.27068323098585534,0.27068323098585534,0.0,0.0,0.0,21.967179325534346,electronics,Electronics,headphones,SRC-TRENDS-001,prophet
2021-11-14,4.352616389523166,17.34366020653866,33.79932336356259,4.352616389523166,4.352616389523166,4.875473226735341,4.875473226735341,4.875473226735341,3.7883333552070786,3.7883333552070786,3.7883333552070786,1.087139871528263,1.087139871528263,1.087139871528263,0.0,0.0,0.0,25.573681062892806,electronics,Electronics,headphones,SRC-TRENDS-001,prophet
2021-11-21,4.363049085581645,19.11948361657149,35.94254413415039,4.363049085581645,4.363049085581645,5.269984884243349,5.269984884243349,5.269984884243349,3.7883333552070786,3.7883333552070786,3.7883333552070786,1.4816515290362702,1.4816515290362702,1.4816515290362702,0.0,0.0,0.0,27.35625181580868,electronics,Electronics,headphones,SRC-TRENDS-001,prophet
2021-11-28,4.373481781640124,19.58691862349219,35.2302416022405,4.373481781640124,4.373481781640124,5.244408951163038,5.244408951163038,5.244408951163038,3.7883333552070786,3.7883333552070786,3.7883333552070786,1.4560755959559595,1.4560755959559595,1.4560755959559595,0.0,0.0,0.0,27.309808785022064,electronics,Electronics,headphones,SRC-TRENDS-001,prophet
2021-12-05,4.383914477698603,18.512427530937497,34.370027003018855,4.383914477698603,4.383914477698603,5.069415224825975,5.069415224825975,5.069415224825975,3.7883333552070786,3.7883333552070786,3.7883333552070786,1.2810818696188964,1.2810818696188964,1.2810818696188964,0.0,0.0,0.0,26.607797275278916,electronics,Electronics,headphones,SRC-TRENDS-001,prophet
2021-12-12,4.394347173757082,18.579253954099602,34.80846097884555,4.394347173757082,4.394347173757082,4.9442217218008615,4.9442217218008615,4.9442217218008615,3.7883333552070786,3.7883333552070786,3.7883333552070786,1.155888366593783,1.155888366593783,1.155888366593783,0.0,0.0,0.0,26.120973923381072,electronics,Electronics,headphones,SRC-TRENDS-001,prophet
2021-12-19,4.404779868849926,17.648835260707656,33.38103455087894,4.404779868849926,4.404779868849926,4.827138735064998,4.827138735064998,4.827138735064998,3.7883333552070786,3.7883333552070786,3.7883333552070786,1.0388053798579195,1.0388053798579195,1.0388053798579195,0.0,0.0,0.0,25.667263393209925,electronics,Electronics,headphones,SRC-TRENDS-001,prophet
2021-12-26,4.415212563942769,15.93067434908288,32.81616683560277,4.415212563942769,4.415212563942769,4.5686001323441054,4.5686001323441054,4.5686001323441054,3.7883333552070786,3.7883333552070786,3.7883333552070786,0.7802667771370267,0.7802667771370267,0.7802667771370267,0.0,0.0,0.0,24.586553267899063,electronics,Electronics,headphones,SRC-TRENDS-001,prophet
2022-01-02,4.425645259035612,15.0392310583059,30.490861159384416,4.425645259035612,4.425645259035612,4.131415621546166,4.131415621546166,4.131415621546166,3.7883333552070786,3.7883333552070786,3.7883333552070786,0.34308226633908756,0.34308226633908756,0.34308226633908756,0.0,0.0,0.0,22.709825217637068,electronics,Electronics,headphones,SRC-TRENDS-001,prophet
2022-01-09,4.4360779541284545,12.250199876719444,28.35482224259635,4.4360779541284545,4.4360779541284545,3.6432906397136975,3.6432906397136975,3.6432906397136975,3.7883333552070786,3.7883333552070786,3.7883333552070786,-0.145042715493381,-0.145042715493381,-0.145042715493381,0.0,0.0,0.0,20.597999241444942,electronics,Electronics,headphones,SRC-TRENDS-001,prophet
2022-01-16,4.446510649221298,10.698632739056926,26.920504040496866,4.446510649221298,4.446510649221298,3.2711961934576923,3.2711961934576923,3.2711961934576923,3.7883333552070786,3.7883333552070786,3.7883333552070786,-0.5171371617493862,-0.5171371617493862,-0.5171371617493862,0.0,0.0,0.0,18.9919193591231,electronics,Electronics,headphones,SRC-TRENDS-001,prophet
