period,category_id,category_name,census_naics,census_label,kind_of_business_source,sales_millions_nsa,sales_note,preliminary_flag,source_id,source_file,source_sheet
2003-07-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,15813,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2003
2003-08-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,15807,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2003
2003-09-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,15546,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2003
2003-10-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,16333,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2003
2003-11-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,15530,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2003
2003-12-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,18687,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2003
2004-01-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,16155,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2004-02-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,15468,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2004-03-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,16965,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2004-04-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,16349,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2004-05-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,16335,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2004-06-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,16196,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2004-07-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,16113,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2004-08-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,16182,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2004-09-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,15807,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2004-10-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,16240,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2004-11-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,16274,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2004-12-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,18900,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2005-01-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,16676,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2005-02-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,16265,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2005-03-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,17856,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2005-04-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,16920,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2005-05-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,17448,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2005-06-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,17015,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2005-07-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,16831,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2005-08-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,17426,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2005-09-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,16916,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2005-10-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,17193,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2005-11-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,17267,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2005-12-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,19945,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2005
2006-01-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,17688,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2006-02-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,17021,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2006-03-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,18805,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2006-04-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,17562,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2006-05-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,18819,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2006-06-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,18235,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2006-07-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,17798,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2006-08-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,18591,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2006-09-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,17880,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2006-10-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,18683,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2006-11-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,18686,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2006-12-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21092,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2006
2007-01-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,19361,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2007-02-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,18197,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2007-03-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,19952,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2007-04-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,18988,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2007-05-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,19892,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2007-06-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,19266,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2007-07-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,19060,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2007-08-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,19876,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2007-09-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,18620,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2007-10-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,19943,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2007-11-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,19409,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2007-12-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21463,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2007
2008-01-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,19976,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2008-02-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,19824,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2008-03-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,20500,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2008-04-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,19793,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2008-05-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,20647,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2008-06-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,19784,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2008-07-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,20169,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2008-08-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,19981,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2008-09-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,19735,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2008-10-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,20623,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2008-11-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,19573,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2008-12-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,22871,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2008
2009-01-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,20425,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2009-02-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,19586,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2009-03-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21260,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2009-04-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,20797,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2009-05-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,20811,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2009-06-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,20697,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2009-07-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,20587,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2009-08-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,20336,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2009-09-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,20368,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2009-10-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21096,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2009-11-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,20372,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2009-12-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,23360,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2009
2010-01-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,20478,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2010-02-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,19874,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2010-03-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,22208,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2010-04-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21206,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2010-05-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21083,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2010-06-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21207,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2010-07-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21079,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2010-08-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21335,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2010-09-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21028,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2010-10-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21527,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2010-11-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21607,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2010-12-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,24642,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2010
2011-01-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21950,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2011
2011-02-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21016,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2011
2011-03-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,23322,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2011
2011-04-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21963,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2011
2011-05-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,22483,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2011
2011-06-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,22100,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2011
2011-07-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21589,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2011
2011-08-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,22701,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2011
2011-09-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21905,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2011
2011-10-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,22253,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2011
2011-11-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,22079,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2011
2011-12-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,24956,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2011
2012-01-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,22489,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2012
2012-02-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,22346,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2012
2012-03-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,23558,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2012
2012-04-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,22341,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2012
2012-05-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,23088,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2012
2012-06-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21743,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2012
2012-07-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21875,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2012
2012-08-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,22666,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2012
2012-09-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21066,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2012
2012-10-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,22530,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2012
2012-11-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21987,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2012
2012-12-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,24772,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2012
2013-01-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,22969,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2013
2013-02-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21414,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2013
2013-03-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,23166,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2013
2013-04-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,22459,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2013
2013-05-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,23191,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2013
2013-06-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,21755,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2013
2013-07-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,22675,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2013
2013-08-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,22949,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2013
2013-09-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,22362,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2013
2013-10-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,23643,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2013
2013-11-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,22730,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2013
2013-12-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,26074,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2013
2014-01-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,23507,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2014
2014-02-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,22121,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2014
2014-03-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,23897,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2014
2014-04-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,23685,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2014
2014-05-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,24377,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2014
2014-06-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,23641,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2014
2014-07-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,24005,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2014
2014-08-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,24008,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2014
2014-09-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,23966,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2014
2014-10-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,24825,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2014
2014-11-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,23411,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2014
2014-12-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,28115,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2014
2015-01-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,24733,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2015
2015-02-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,23176,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2015
2015-03-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,25789,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2015
2015-04-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,24601,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2015
2015-05-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,24524,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2015
2015-06-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,24714,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2015
2015-07-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,24864,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2015
2015-08-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,24761,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2015
2015-09-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,25121,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2015
2015-10-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,25622,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2015
2015-11-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,24789,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2015
2015-12-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,29342,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2015
2016-01-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,24947,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2016
2016-02-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,25541,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2016
2016-03-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,27013,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2016
2016-04-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,25699,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2016
2016-05-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,26198,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2016
2016-06-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,26020,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2016
2016-07-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,25200,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2016
2016-08-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,26435,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2016
2016-09-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,25669,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2016
2016-10-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,25179,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2016
2016-11-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,25271,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2016
2016-12-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,29001,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2016
2017-01-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,25325,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2017
2017-02-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,24350,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2017
2017-03-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,27090,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2017
2017-04-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,25479,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2017
2017-05-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,27034,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2017
2017-06-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,26508,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2017
2017-07-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,25645,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2017
2017-08-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,27255,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2017
2017-09-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,26202,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2017
2017-10-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,27431,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2017
2017-11-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,27029,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2017
2017-12-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,30123,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2017
2018-01-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,27361,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2018
2018-02-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,25309,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2018
2018-03-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,28064,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2018
2018-04-01,health,Health & Personal Care,446,Health and Personal Care Stores,Health and personal care stores,26771,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2018
