period,category_id,category_name,census_naics,census_label,kind_of_business_source,sales_millions_nsa,sales_note,preliminary_flag,source_id,source_file,source_sheet
1992-01-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,6734,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1992-02-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,7302,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1992-03-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,8245,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1992-04-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9152,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1992-05-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9294,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1992-06-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,8930,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1992-07-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,8846,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1992-08-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10226,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1992-09-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9311,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1992-10-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9974,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1992-11-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10876,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1992-12-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,17834,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1993-01-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,7297,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1993-02-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,7306,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1993-03-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,8531,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1993-04-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9610,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1993-05-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9787,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1993-06-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9364,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1993-07-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9511,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1993-08-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10331,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1993-09-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9735,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1993-10-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10060,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1993-11-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,11430,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1993-12-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,18272,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1994-01-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,7077,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1994-02-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,7676,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1994-03-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9661,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1994-04-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9607,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1994-05-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9736,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1994-06-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9629,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1994-07-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9467,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1994-08-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10846,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1994-09-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9936,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1994-10-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10434,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1994-11-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12003,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1994-12-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,19396,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1995-01-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,7306,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1995
1995-02-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,7731,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1995
1995-03-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9552,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1995
1995-04-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9902,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1995
1995-05-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10323,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1995
1995-06-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10024,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1995
1995-07-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9514,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1995
1995-08-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10961,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1995
1995-09-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10417,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1995
1995-10-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10151,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1995
1995-11-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12401,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1995
1995-12-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,19390,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1995
1996-01-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,7460,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1996
1996-02-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,8734,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1996
1996-03-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10066,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1996
1996-04-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10286,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1996
1996-05-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,11082,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1996
1996-06-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10267,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1996
1996-07-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9915,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1996
1996-08-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,11803,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1996
1996-09-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10327,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1996
1996-10-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10936,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1996
1996-11-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12514,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1996
1996-12-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,19321,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1996
1997-01-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,7959,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1997
1997-02-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,8577,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1997
1997-03-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10551,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1997
1997-04-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9851,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1997
1997-05-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,11182,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1997
1997-06-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10364,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1997
1997-07-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10442,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1997
1997-08-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12134,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1997
1997-09-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10649,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1997
1997-10-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,11331,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1997
1997-11-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12894,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1997
1997-12-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,20463,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1997
1998-01-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,8556,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1998
1998-02-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9231,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1998
1998-03-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10572,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1998
1998-04-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,11521,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1998
1998-05-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,11914,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1998
1998-06-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,11149,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1998
1998-07-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,11334,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1998
1998-08-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12647,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1998
1998-09-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10922,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1998
1998-10-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12075,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1998
1998-11-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,13504,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1998
1998-12-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,21757,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1998
1999-01-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,8993,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1999
1999-02-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9897,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1999
1999-03-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,11781,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1999
1999-04-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12081,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1999
1999-05-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12833,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1999
1999-06-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,11968,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1999
1999-07-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12150,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1999
1999-08-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,13398,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1999
1999-09-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12053,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1999
1999-10-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12628,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1999
1999-11-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,14282,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1999
1999-12-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,23590,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1999
2000-01-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9206,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2000
2000-02-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10875,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2000
2000-03-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12535,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2000
2000-04-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12815,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2000
2000-05-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,13393,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2000
2000-06-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12638,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2000
2000-07-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12199,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2000
2000-08-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,14264,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2000
2000-09-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,13046,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2000
2000-10-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,13046,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2000
2000-11-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,15299,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2000
2000-12-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,24187,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2000
2001-01-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,9803,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2001
2001-02-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,11147,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2001
2001-03-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12749,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2001
2001-04-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,13047,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2001
2001-05-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,13443,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2001
2001-06-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12620,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2001
2001-07-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12291,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2001
2001-08-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,14470,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2001
2001-09-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,11815,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2001
2001-10-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12899,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2001
2001-11-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,14977,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2001
2001-12-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,23850,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2001
2002-01-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10071,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2002
2002-02-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,11410,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2002
2002-03-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,13632,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2002
2002-04-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12865,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2002
2002-05-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,13785,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2002
2002-06-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12881,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2002
2002-07-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12557,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2002
2002-08-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,14760,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2002
2002-09-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12138,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2002
2002-10-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,13668,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2002
2002-11-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,15524,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2002
2002-12-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,24643,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2002
2003-01-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,10523,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2003
2003-02-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,11344,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2003
2003-03-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,13125,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2003
2003-04-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,13356,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2003
2003-05-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,14360,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2003
2003-06-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,13163,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2003
2003-07-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,13519,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2003
2003-08-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,15151,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2003
2003-09-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,13236,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2003
2003-10-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,14251,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2003
2003-11-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,16155,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2003
2003-12-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,26020,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2003
2004-01-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,11489,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2004-02-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,12990,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2004-03-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,14410,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2004-04-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,14702,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2004-05-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,15002,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2004-06-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,13888,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2004-07-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,14314,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2004-08-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,15219,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2004-09-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,13884,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
2004-10-01,clothing,Clothing & Accessories,448,Clothing and Clothing Accessories Stores,Clothing and clothing access. stores,15207,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2004
